"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"108","Dougie Hamilton","CAR","D","55","938.95","1032","810","56.03","790","619","56.07","557","446","55.53","41","25","62.12","44.05","33.84","56.55","493","380","56.47","206","151","57.70","25","16","60.98","287","229","55.62","10","8","55.56","481","365","56.86","6","1","85.71","7.36","94.39","1.018","135","211","144","632","48.39","325","326","314","50.86"
"38","Drew Doughty","L.A","D","56","1099.6","925","904","50.57","705","687","50.65","512","476","51.82","35","39","47.30","38.41","40.53","48.66","444","464","48.90","189","183","50.81","28","25","52.83","255","281","47.57","6","11","35.29","418","371","52.98","1","2","33.33","6.84","91.81","0.986","123","241","127","691","49.20","321","360","323","49.84"
"2","Duncan Keith","CHI","D","54","929.58333333333","791","973","44.84","577","760","43.16","471","577","44.94","37","48","43.53","32.74","45.44","41.88","398","485","45.07","146","215","40.44","17","32","34.69","252","270","48.28","14","12","53.85","327","425","43.48","6","4","60.00","7.86","91.68","0.995","118","176","96","675","55.14","298","287","288","50.85"
"249","Dylan Coghlan","VGK","D","29","368.81666666667","366","307","54.38","259","227","53.29","183","166","52.44","10","16","38.46","16.21","16.46","49.62","190","160","54.29","70","80","46.67","6","11","35.29","120","80","60.00","4","5","44.44","149","118","55.81","0","0","-","5.46","90.36","0.958","46","73","34","311","57.50","115","110","74","60.85"
"99","Dylan DeMelo","WPG","D","52","733.23333333333","628","646","49.29","476","483","49.64","356","346","50.71","34","27","55.74","26.7","25.16","51.49","319","294","52.04","106","116","47.75","19","16","54.29","213","178","54.48","14","9","60.87","268","309","46.45","1","2","33.33","9.55","92.20","1.017","85","120","78","681","52.15","204","190","194","51.26"
"299","Egor Zamula","PHI","D","2","33.816666666667","35","28","55.56","28","24","53.85","19","17","52.78","2","1","66.67","1.89","1.5","55.64","17","16","51.52","7","7","50.00","2","1","66.67","10","9","52.63","0","0","-","16","11","59.26","0","0","-","10.53","94.12","1.046","2","12","4","27","33.33","9","15","13","40.91"
"266","Erik Brannstrom","OTT","D","30","403.9","370","364","50.41","271","276","49.54","188","207","47.59","22","21","51.16","13.73","16.64","45.20","187","196","48.83","66","78","45.83","9","7","56.25","121","118","50.63","7","12","36.84","154","146","51.33","5","2","71.43","11.70","89.86","1.016","46","76","51","376","47.42","106","127","98","51.96"
"192","Erik Cernak","T.B","D","46","732.25","649","547","54.26","501","432","53.70","367","323","53.19","33","31","51.56","27.44","21.38","56.21","331","266","55.44","124","95","56.62","17","13","56.67","207","171","54.76","11","14","44.00","275","243","53.09","5","4","55.56","8.99","90.40","0.994","86","158","117","554","42.36","229","250","220","51.00"
"89","Erik Gudbranson","NSH, OTT","D","45","682.86666666667","632","696","47.59","475","544","46.61","342","402","45.97","21","32","39.62","24.85","30.49","44.91","298","340","46.71","123","138","47.13","15","14","51.72","175","202","46.42","2","12","14.29","271","315","46.25","3","5","37.50","6.14","92.04","0.982","75","120","86","593","46.58","188","198","217","46.42"
"137","Erik Gustafsson","MTL, PHI","D","29","401.55","322","297","52.02","232","229","50.33","161","165","49.39","18","19","48.65","12.71","12.87","49.69","142","143","49.82","51","61","45.54","11","11","50.00","91","82","52.60","5","5","50.00","157","136","53.58","2","3","40.00","11.18","88.48","0.997","96","85","46","310","67.61","154","117","92","62.60"
"21","Erik Johnson","COL","D","4","40.116666666667","43","33","56.58","33","25","56.90","25","19","56.82","3","1","75.00","1.81","1.28","58.49","21","16","56.76","11","7","61.11","2","1","66.67","10","9","52.63","1","0","100.00","19","15","55.88","0","0","-","12.00","94.74","1.067","3","9","7","36","30.00","12","18","13","48.00"
"43","Erik Karlsson","S.J","D","52","942.08333333333","866","943","47.87","654","719","47.63","477","518","47.94","38","50","43.18","38.41","44.2","46.50","446","490","47.65","183","222","45.19","21","30","41.18","263","268","49.53","8","12","40.00","375","403","48.20","9","8","52.94","7.97","90.35","0.983","122","176","139","705","46.74","293","288","283","50.87"
"129","Esa Lindell","DAL","D","56","1026.5","921","865","51.57","672","636","51.38","488","425","53.45","42","36","53.85","34.14","31.79","51.79","420","379","52.57","165","146","53.05","26","22","54.17","255","233","52.25","14","4","77.78","410","405","50.31","2","10","16.67","8.61","91.53","1.001","160","223","151","732","51.45","327","321","325","50.15"
"195","Ethan Bear","EDM","D","43","650.93333333333","529","518","50.53","392","382","50.65","298","286","51.03","23","27","46.00","25.67","20.7","55.36","264","248","51.56","126","87","59.15","15","15","50.00","138","161","46.15","6","8","42.86","222","229","49.22","2","4","33.33","7.72","90.56","0.983","77","115","73","499","51.33","173","185","160","51.95"
"280","Evan Bouchard","EDM","D","14","189.4","195","181","51.86","136","146","48.23","101","108","48.33","5","8","38.46","6.77","7.06","48.93","78","87","47.27","30","36","45.45","4","5","44.44","48","51","48.48","0","2","0.00","99","80","55.31","1","1","50.00","4.95","92.59","0.975","31","27","15","153","67.39","75","46","38","66.37"
"242","Filip Hronek","DET","D","56","969.58333333333","806","897","47.33","606","702","46.33","448","510","46.76","21","39","35.00","32.04","39.13","45.02","385","427","47.41","149","190","43.95","12","29","29.27","236","237","49.89","8","8","50.00","343","403","45.98","1","2","33.33","4.69","92.35","0.970","138","173","121","710","53.28","281","248","291","49.13"
"226","Frederic Allard","NSH","D","1","16.983333333333","11","10","52.38","11","6","64.71","9","4","69.23","0","2","0.00","0.56","0.2","74.21","7","4","63.64","3","1","75.00","0","1","0.00","4","3","57.14","0","1","0.00","4","6","40.00","0","0","-","0.00","50.00","0.500","1","5","2","12","33.33","2","8","3","40.00"
"100","Fredrik Claesson","S.J, T.B","D","6","66.6","62","76","44.93","49","53","48.04","36","46","43.90","2","2","50.00","2.68","2.25","54.33","29","28","50.88","13","8","61.90","2","0","100.00","16","20","44.44","0","2","0.00","29","40","42.03","0","0","-","5.56","95.65","1.012","14","13","3","67","82.35","23","18","14","62.16"
"207","Gabriel Carlsson","CBJ","D","14","195.11666666667","140","172","44.87","103","130","44.21","69","89","43.67","6","12","33.33","5.11","6.1","45.58","60","74","44.78","23","26","46.94","4","5","44.44","37","48","43.53","1","5","16.67","70","86","44.87","1","2","33.33","8.70","86.52","0.952","32","39","28","170","53.33","55","51","57","49.11"
"250","Gavin Bayreuther","CBJ","D","9","135.23333333333","117","108","52.00","94","85","52.51","69","62","52.67","3","3","50.00","5.34","5.23","50.52","54","55","49.54","24","22","52.17","2","2","50.00","30","33","47.62","0","1","0.00","57","44","56.44","1","0","100.00","4.35","95.16","0.995","17","27","14","121","54.84","40","31","27","59.70"
"55","Greg Pateryn","COL, MIN, S.J","D","13","149.95","138","134","50.74","100","97","50.76","71","76","48.30","5","5","50.00","5.28","4.9","51.90","68","60","53.13","26","24","52.00","4","3","57.14","42","36","53.85","1","0","100.00","60","63","48.78","0","2","0.00","7.04","93.42","1.005","14","27","20","129","41.18","23","40","48","32.39"
"199","Guillaume Brisebois","VAN","D","1","10.633333333333","5","20","20.00","3","17","15.00","1","13","7.14","0","0","-","0.15","1.19","11.43","3","12","20.00","0","5","0.00","0","0","-","3","7","30.00","0","0","-","1","7","12.50","0","0","-","0.00","100.00","1.000","1","3","0","9","100.00","1","3","1","50.00"
"184","Gustav Forsling","FLA","D","43","695","673","593","53.16","525","444","54.18","406","339","54.50","33","18","64.71","28.97","23.51","55.20","326","267","54.97","121","108","52.84","16","11","59.26","205","159","56.32","10","4","71.43","300","286","51.19","7","2","77.78","8.13","94.69","1.028","85","163","135","498","38.64","193","237","282","40.63"
"271","Gustav Lindstrom","DET","D","13","180.93333333333","117","178","39.66","93","133","41.15","68","95","41.72","6","6","50.00","5.35","7.06","43.09","59","77","43.38","22","28","44.00","3","3","50.00","37","49","43.02","2","3","40.00","51","92","35.66","1","0","100.00","8.82","93.68","1.025","15","39","36","140","29.41","46","56","63","42.20"
"119","Hampus Lindholm","ANA","D","18","331.15","308","302","50.49","231","205","52.98","161","132","54.95","10","12","45.45","12.62","11.51","52.30","139","141","49.64","58","51","53.21","6","9","40.00","81","90","47.37","3","3","50.00","143","141","50.35","1","0","100.00","6.21","90.91","0.971","46","72","56","220","45.10","122","98","106","53.51"
"173","Haydn Fleury","ANA, CAR","D","47","645.06666666667","595","540","52.42","437","413","51.41","298","296","50.17","15","26","36.59","22.97","23.32","49.62","258","235","52.33","105","92","53.30","8","16","33.33","153","143","51.69","1","6","14.29","282","251","52.91","6","4","60.00","5.03","91.22","0.962","86","131","74","505","53.75","177","201","168","51.30"
"258","Henri Jokiharju","BUF","D","46","766.8","653","720","47.56","516","563","47.82","393","401","49.50","27","32","45.76","27.49","30.38","47.50","302","330","47.78","132","137","49.07","9","11","45.00","170","193","46.83","12","15","44.44","308","343","47.31","6","6","50.00","6.87","92.02","0.989","83","151","72","558","53.55","241","220","211","53.32"
"24","Ian Cole","COL, MIN","D","54","762.36666666667","553","761","42.09","444","556","44.40","325","373","46.56","41","26","61.19","24.91","27.35","47.66","255","334","43.29","120","113","51.50","23","12","65.71","135","221","37.92","11","10","52.38","259","356","42.11","7","4","63.64","12.62","93.03","1.056","54","144","133","612","28.88","141","244","293","32.49"
"265","Ian Mitchell","CHI","D","39","550.45","424","550","43.53","309","416","42.62","251","326","43.50","16","25","39.02","16.87","23.86","41.41","214","292","42.29","75","113","39.89","8","15","34.78","139","179","43.71","3","7","30.00","173","220","44.02","5","3","62.50","6.37","92.33","0.987","55","114","46","470","54.46","141","174","146","49.13"
"295","Ilya Lyubushkin","ARI","D","42","642.91666666667","518","597","46.46","393","453","46.45","268","337","44.30","16","28","36.36","19.57","23.99","44.92","222","296","42.86","85","112","43.15","7","16","30.43","137","184","42.68","7","10","41.18","267","270","49.72","2","2","50.00","5.97","91.69","0.977","77","152","78","561","49.68","157","217","184","46.04"
"205","Ivan Provorov","PHI","D","56","1029.5666666667","906","901","50.14","680","679","50.04","483","500","49.14","43","43","50.00","36.1","35.64","50.32","411","418","49.58","160","163","49.54","26","25","50.98","251","255","49.60","12","10","54.55","434","428","50.35","5","7","41.67","8.90","91.40","1.003","139","244","148","771","48.43","258","355","317","44.87"
"135","Jaccob Slavin","CAR","D","52","974.73333333333","1008","841","54.52","760","643","54.17","548","460","54.37","45","31","59.21","43.92","37.13","54.19","492","393","55.59","207","163","55.95","25","21","54.35","285","230","55.34","14","7","66.67","462","378","55.00","6","3","66.67","8.21","93.26","1.015","116","214","140","607","45.31","308","338","331","48.20"
"311","Jack Ahcan","BOS","D","3","54.1","46","63","42.20","41","51","44.57","32","31","50.79","0","3","0.00","1.5","2.26","39.96","17","28","37.78","6","10","37.50","0","2","0.00","11","18","37.93","0","1","0.00","26","34","43.33","0","0","-","0.00","90.32","0.903","11","9","4","42","73.33","22","12","10","68.75"
"11","Jack Johnson","NYR","D","13","191.81666666667","146","185","44.11","112","144","43.75","86","100","46.24","2","7","22.22","5.74","6.84","45.62","53","81","39.55","29","29","50.00","1","3","25.00","24","52","31.58","0","2","0.00","80","90","47.06","1","2","33.33","2.33","93.00","0.953","22","31","16","173","57.89","55","46","56","49.55"
"261","Jack Rathbone","VAN","D","8","111.68333333333","105","117","47.30","82","86","48.81","63","63","50.00","6","5","54.55","4.84","5.88","45.15","58","68","46.03","21","28","42.86","3","3","50.00","37","40","48.05","3","2","60.00","42","42","50.00","0","0","-","9.52","92.06","1.016","20","21","17","81","54.05","34","32","37","47.89"
"290","Jacob Bernard-Docker","OTT","D","5","65.483333333333","48","62","43.64","34","52","39.53","18","42","30.00","3","1","75.00","1.47","2.81","34.33","22","26","45.83","12","11","52.17","2","1","66.67","10","15","40.00","1","0","100.00","21","28","42.86","0","0","-","16.67","97.62","1.143","9","14","2","58","81.82","19","17","7","73.08"
"272","Jacob Bryson","BUF","D","38","609.3","471","598","44.06","366","481","43.21","253","374","40.35","25","30","45.45","20.73","26.14","44.22","237","276","46.20","106","110","49.07","18","15","54.55","131","166","44.11","6","9","40.00","207","285","42.07","1","6","14.29","9.88","91.98","1.019","49","114","67","450","42.24","146","194","191","43.32"
"204","Jacob Larsson","ANA","D","46","695.3","558","660","45.81","417","500","45.47","286","358","44.41","24","33","42.11","22.58","29.77","43.14","256","350","42.24","100","145","40.82","13","17","43.33","156","205","43.21","9","12","42.86","251","274","47.81","2","4","33.33","8.39","90.78","0.992","68","132","122","582","35.79","148","189","219","40.33"
"243","Jacob MacDonald","COL","D","33","455.26666666667","520","336","60.75","372","242","60.59","268","168","61.47","21","9","70.00","21.36","12.13","63.77","242","150","61.73","89","61","59.33","12","2","85.71","153","89","63.22","7","5","58.33","254","159","61.50","2","2","50.00","7.84","94.64","1.025","60","85","54","427","52.63","142","135","111","56.13"
"185","Jacob Middleton","S.J","D","1","8.5666666666667","5","9","35.71","5","7","41.67","3","4","42.86","1","3","25.00","0.28","0.62","31.38","2","4","33.33","1","2","33.33","0","1","0.00","1","2","33.33","1","1","50.00","3","4","42.86","0","1","0.00","33.33","25.00","0.583","1","0","2","12","33.33","3","2","3","50.00"
"125","Jacob Trouba","NYR","D","38","649.15","586","601","49.37","449","434","50.85","334","316","51.38","25","25","50.00","25.18","25.07","50.11","275","285","49.11","117","118","49.79","14","15","48.28","158","167","48.62","5","8","38.46","273","272","50.09","6","2","75.00","7.49","92.09","0.996","63","111","69","555","47.73","170","165","169","50.15"
"240","Jake Bean","CAR","D","42","542.81666666667","469","426","52.40","354","329","51.83","267","235","53.19","17","15","53.13","22.79","21.22","51.77","240","214","52.86","111","104","51.63","12","10","54.55","129","110","53.97","1","2","33.33","197","173","53.24","4","3","57.14","6.37","93.62","1.000","87","111","47","401","64.93","175","184","126","58.14"
"45","Jake Gardiner","CAR","D","26","360.96666666667","343","294","53.85","254","223","53.25","175","163","51.78","14","11","56.00","14.38","12.31","53.87","162","141","53.47","64","56","53.33","11","6","64.71","98","85","53.55","1","3","25.00","151","128","54.12","1","2","33.33","8.00","93.25","1.013","45","66","31","288","59.21","116","111","96","54.72"
"133","Jake McCabe","BUF","D","13","213.53333333333","195","147","57.02","154","117","56.83","107","85","55.73","10","8","55.56","8.4","5.15","61.97","81","64","55.86","48","21","69.57","5","3","62.50","33","43","43.42","2","3","40.00","104","72","59.09","3","2","60.00","9.35","90.59","0.999","21","64","32","147","39.62","52","89","70","42.62"
"34","Jake Muzzin","TOR","D","53","939.98333333333","884","808","52.25","664","580","53.38","493","414","54.36","52","34","60.47","39.34","30.06","56.69","499","394","55.88","185","137","57.45","25","20","55.56","314","257","54.99","18","6","75.00","343","347","49.71","9","8","52.94","10.55","91.79","1.023","99","217","123","715","44.59","261","333","268","49.34"
"179","Jake Walman","STL","D","24","313.53333333333","280","282","49.82","212","210","50.24","156","145","51.83","7","15","31.82","10.86","13.35","44.87","138","137","50.18","49","66","42.61","3","9","25.00","89","71","55.63","2","3","40.00","116","123","48.54","2","3","40.00","4.49","89.66","0.941","52","48","39","306","57.14","111","80","77","59.04"
"228","Jakob Chychrun","ARI","D","56","1024.15","938","960","49.42","701","704","49.89","490","505","49.25","48","44","52.17","41.49","39.08","51.49","429","494","46.48","201","192","51.15","24","23","51.06","228","302","43.02","17","16","51.52","443","408","52.06","7","5","58.33","9.80","91.29","1.011","190","184","115","719","62.30","371","312","290","56.13"
"191","Jakub Zboril","BOS","D","42","640.7","576","513","52.89","448","397","53.02","324","285","53.20","20","19","51.28","21.52","21.95","49.50","239","266","47.33","83","110","43.01","10","12","45.45","156","156","50.00","5","3","62.50","303","210","59.06","4","4","50.00","6.17","93.33","0.995","109","133","68","561","61.58","224","181","156","58.95"
"220","Jalen Chatfield","VAN","D","18","224.13333333333","174","217","44.50","143","170","45.69","111","133","45.49","7","18","28.00","7.88","11.13","41.45","85","124","40.67","35","54","39.33","5","14","26.32","50","70","41.67","1","3","25.00","73","82","47.10","1","1","50.00","6.31","86.47","0.928","14","53","42","195","25.00","44","82","85","34.11"
"312","Jamie Drysdale","ANA","D","24","379.55","294","399","42.42","223","320","41.07","163","240","40.45","12","24","33.33","11.61","20.08","36.64","135","203","39.94","56","99","36.13","7","17","29.17","79","104","43.17","1","4","20.00","133","173","43.46","4","3","57.14","7.36","90.00","0.974","62","92","53","287","53.91","105","128","109","49.07"
"110","Jamie Oleksiak","DAL","D","56","1031.0166666667","935","844","52.56","696","634","52.33","511","445","53.45","30","32","48.39","37.2","31.55","54.11","457","362","55.80","177","141","55.66","20","21","48.78","280","221","55.89","9","8","52.94","416","397","51.17","1","3","25.00","5.87","92.81","0.987","154","236","169","765","47.68","318","332","319","49.92"
"270","Jan Rutta","T.B","D","35","492.4","432","420","50.70","327","318","50.70","234","229","50.54","21","15","58.33","16.22","18.57","46.62","206","217","48.70","71","87","44.94","12","7","63.16","135","130","50.94","6","6","50.00","194","170","53.30","3","2","60.00","8.97","93.45","1.024","73","110","61","391","54.48","169","161","128","56.90"
"92","Jani Hakanpaa","ANA, CAR","D","57","896.06666666667","725","762","48.76","517","553","48.32","367","394","48.23","34","34","50.00","28.64","32.8","46.61","341","383","47.10","132","156","45.83","18","22","45.00","209","227","47.94","10","10","50.00","324","327","49.77","6","2","75.00","9.26","91.37","1.006","130","189","148","660","46.76","288","281","295","49.40"
"57","Jared Spurgeon","MIN","D","54","871.53333333333","763","832","47.84","575","609","48.56","421","439","48.95","38","36","51.35","32.42","28.27","53.42","361","334","51.94","151","114","56.98","19","19","50.00","210","220","48.84","15","13","53.57","348","427","44.90","3","4","42.86","9.03","91.80","1.008","136","177","115","570","54.18","296","284","294","50.17"
"91","Jarred Tinordi","BOS, NSH","D","21","292.03333333333","237","278","46.02","187","207","47.46","131","151","46.45","8","17","32.00","7.54","10.14","42.65","88","117","42.93","29","45","39.19","3","7","30.00","59","72","45.04","5","3","62.50","137","147","48.24","0","7","0.00","6.11","88.74","0.948","41","52","39","251","51.25","82","76","77","51.57"
"37","Jason Demers","ARI","D","41","619.18333333333","550","564","49.37","406","431","48.51","272","316","46.26","19","21","47.50","21.68","26.84","44.69","245","289","45.88","95","119","44.39","11","15","42.31","150","170","46.88","7","5","58.33","256","239","51.72","1","1","50.00","6.99","93.35","1.003","62","146","86","550","41.89","147","197","186","44.14"
"22","Jeff Petry","MTL","D","55","940.06666666667","963","760","55.89","725","579","55.60","517","412","55.65","41","37","52.56","38.57","31.75","54.85","489","382","56.14","182","152","54.49","24","21","53.33","307","230","57.17","12","14","46.15","419","320","56.70","5","2","71.43","7.93","91.02","0.989","114","159","114","674","50.00","292","254","274","51.59"
"248","Jeremy Davies","NSH","D","16","224.61666666667","177","185","48.90","134","146","47.86","89","122","42.18","10","7","58.82","7.45","8.97","45.38","85","90","48.57","31","45","40.79","4","5","44.44","54","45","54.55","3","2","60.00","85","83","50.60","3","0","100.00","11.24","94.26","1.055","24","43","23","200","51.06","54","64","54","50.00"
"201","Jeremy Lauzon","BOS","D","41","621.68333333333","561","517","52.04","441","393","52.88","322","281","53.40","24","24","50.00","22.34","19.58","53.29","248","246","50.20","96","87","52.46","14","14","50.00","152","159","48.87","7","6","53.85","276","245","52.98","3","4","42.86","7.45","91.46","0.989","75","142","100","532","42.86","188","197","196","48.96"
"141","Joakim Ryan","CAR","D","4","39.266666666667","34","36","48.57","26","25","50.98","23","17","57.50","0","1","0.00","1.31","1.63","44.49","12","23","34.29","4","9","30.77","0","0","-","8","14","36.36","0","1","0.00","20","10","66.67","0","0","-","0.00","94.12","0.941","3","10","8","29","27.27","11","11","16","40.74"
"104","Joel Edmundson","MTL","D","55","938.48333333333","944","795","54.28","690","598","53.57","500","430","53.76","45","27","62.50","35.08","31.06","53.04","476","369","56.33","162","146","52.60","24","15","61.54","314","223","58.47","13","10","56.52","410","365","52.90","8","2","80.00","9.00","93.72","1.027","127","183","128","663","49.80","285","270","318","47.26"
"168","Joel Hanley","DAL","D","35","434.5","396","300","56.90","299","217","57.95","225","155","59.21","18","14","56.25","17.25","11.76","59.46","173","141","55.10","76","58","56.72","13","7","65.00","97","83","53.89","3","3","50.00","197","135","59.34","2","4","33.33","8.00","90.97","0.990","65","108","39","400","62.50","108","145","85","55.96"
"276","Joey Keane","CAR","D","1","16.2","15","10","60.00","11","10","52.38","9","5","64.29","0","0","-","0.52","0.59","46.80","4","8","33.33","3","4","42.86","0","0","-","1","4","20.00","0","0","-","9","2","81.82","0","0","-","0.00","100.00","1.000","3","1","2","14","60.00","6","3","3","66.67"
"47","John Carlson","WSH","D","52","888.75","822","794","50.87","629","611","50.73","445","421","51.39","46","40","53.49","33.08","31.49","51.24","368","360","50.55","148","139","51.57","22","21","51.16","220","221","49.89","13","12","52.00","405","365","52.60","11","6","64.71","10.34","90.50","1.008","163","186","105","618","60.82","343","308","253","57.55"
"95","John Klingberg","DAL","D","53","966.05","894","797","52.87","641","598","51.74","454","405","52.85","36","40","47.37","34.11","30.12","53.10","414","356","53.77","171","138","55.34","21","23","47.73","243","218","52.71","13","7","65.00","403","368","52.27","2","10","16.67","7.93","90.12","0.981","182","198","149","663","54.98","354","286","296","54.46"
"208","John Marino","PIT","D","52","875.75","713","680","51.18","539","512","51.28","395","402","49.56","33","34","49.25","29.57","32.21","47.86","343","324","51.42","136","159","46.10","22","24","47.83","207","165","55.65","8","5","61.54","327","310","51.33","2","5","28.57","8.35","91.54","0.999","117","136","123","669","48.75","258","214","274","48.50"
"66","John Moore","BOS","D","5","85.883333333333","79","97","44.89","58","72","44.62","40","48","45.45","3","4","42.86","3.11","3.77","45.19","45","42","51.72","15","18","45.45","0","3","0.00","30","24","55.56","3","0","100.00","28","48","36.84","0","1","0.00","7.50","91.67","0.992","8","14","10","70","44.44","23","24","27","46.00"
"85","Jon Merrill","DET, MTL","D","49","784.53333333333","599","681","46.80","444","507","46.69","337","364","48.07","24","35","40.68","22.2","24.46","47.57","264","306","46.32","98","102","49.00","10","15","40.00","166","204","44.86","9","14","39.13","284","324","46.71","5","6","45.45","7.12","90.38","0.975","93","144","100","586","48.19","195","235","221","46.88"
"109","Jonas Brodin","MIN","D","53","956.96666666667","764","871","46.73","576","631","47.72","407","460","46.94","39","43","47.56","32.08","32.28","49.84","342","374","47.77","150","129","53.76","24","22","52.17","192","245","43.94","10","14","41.67","359","419","46.14","5","7","41.67","9.58","90.65","1.002","95","207","126","599","42.99","262","351","318","45.17"
"188","Jonas Siegenthaler","N.J, WSH","D","15","199.95","173","179","49.15","132","126","51.16","95","95","50.00","4","14","22.22","6.95","6.62","51.21","81","71","53.29","29","27","51.79","2","7","22.22","52","44","54.17","2","5","28.57","81","94","46.29","0","2","0.00","4.21","85.26","0.895","21","48","29","159","42.00","40","60","52","43.48"
"293","Jordan Gross","ARI","D","7","89.45","88","73","54.66","67","54","55.37","47","35","57.32","4","6","40.00","4.09","3.34","55.03","43","34","55.84","22","17","56.41","2","4","33.33","21","17","55.26","2","2","50.00","38","36","51.35","0","0","-","8.51","82.86","0.914","17","14","10","77","62.96","35","24","19","64.81"
"171","Jordan Oesterle","ARI","D","43","621.8","504","593","45.94","380","435","46.63","270","303","47.12","25","29","46.30","22.83","25.64","47.11","249","303","45.11","106","117","47.53","11","14","44.00","143","186","43.47","11","12","47.83","216","251","46.25","3","3","50.00","9.26","90.43","0.997","75","120","56","553","57.25","145","183","138","51.24"
"59","Jordie Benn","VAN, WPG","D","39","516.6","445","501","47.04","342","376","47.63","251","278","47.45","29","22","56.86","19.85","22.55","46.82","224","261","46.19","104","99","51.23","17","11","60.71","120","162","42.55","10","7","58.82","185","207","47.19","2","4","33.33","11.55","92.09","1.036","83","111","68","438","54.97","163","168","154","51.42"
"153","Josh Brown","OTT","D","26","306.35","209","287","42.14","159","208","43.32","116","152","43.28","7","13","35.00","8.84","10.26","46.29","96","129","42.67","46","48","48.94","6","7","46.15","50","81","38.17","1","3","25.00","95","138","40.77","0","3","0.00","6.03","91.45","0.975","31","60","32","291","49.21","59","94","83","41.55"
"233","Josh Mahura","ANA","D","13","195.66666666667","166","180","47.98","117","135","46.43","79","97","44.89","9","8","52.94","6.24","8.47","42.42","75","100","42.86","36","39","48.00","5","6","45.45","39","61","39.00","3","1","75.00","72","70","50.70","1","1","50.00","11.39","91.75","1.031","31","37","24","165","56.36","65","57","51","56.03"
"98","Josh Manson","ANA","D","23","344.75","246","350","41.28","179","282","38.83","142","218","39.44","15","17","46.88","10.57","17.07","38.24","125","180","40.98","54","79","40.60","11","14","44.00","71","101","41.28","3","3","50.00","86","155","35.68","1","0","100.00","10.56","92.20","1.028","40","78","60","274","40.00","71","112","110","39.23"
"164","Josh Morrissey","WPG","D","56","1031.55","868","1033","45.66","655","785","45.49","480","561","46.11","38","37","50.67","37.23","47.74","43.82","438","518","45.82","156","229","40.52","22","23","48.89","282","289","49.39","12","12","50.00","381","449","45.90","4","2","66.67","7.92","93.40","1.013","145","193","115","779","55.77","319","289","298","51.70"
"25","Justin Braun","PHI","D","53","833.25","735","697","51.33","558","529","51.33","386","401","49.05","32","35","47.76","29.35","29.33","50.01","334","323","50.84","135","136","49.82","19","26","42.22","199","187","51.55","10","7","58.82","363","330","52.38","3","2","60.00","8.29","91.27","0.996","100","218","149","702","40.16","188","313","274","40.69"
"86","Justin Faulk","STL","D","56","1088.65","907","953","48.76","677","717","48.57","508","519","49.46","49","39","55.68","35.45","40.55","46.64","445","466","48.85","138","179","43.53","29","16","64.44","307","287","51.68","17","15","53.13","389","412","48.56","3","8","27.27","9.65","92.49","1.021","129","233","166","840","43.73","299","334","321","48.23"
"82","Justin Holl","TOR","D","55","968.85","852","857","49.85","652","633","50.74","475","451","51.30","48","41","53.93","39.2","32.53","54.65","476","427","52.71","187","150","55.49","21","24","46.67","289","277","51.06","17","9","65.38","338","364","48.15","10","8","55.56","10.11","90.91","1.010","114","225","111","733","50.67","272","343","263","50.84"
"49","Justin Schultz","WSH","D","46","762.96666666667","656","679","49.14","489","519","48.51","352","382","47.96","42","28","60.00","26.21","28.11","48.25","295","304","49.25","126","124","50.40","21","19","52.50","169","180","48.42","10","5","66.67","324","318","50.47","11","4","73.33","11.93","92.67","1.046","117","179","73","544","61.58","261","279","191","57.74"
"294","Juuso Riikola","PIT","D","2","18.45","14","19","42.42","9","11","45.00","9","9","50.00","1","1","50.00","0.64","0.7","47.76","10","10","50.00","5","3","62.50","1","0","100.00","5","7","41.67","0","1","0.00","4","8","33.33","0","0","-","11.11","88.89","1.000","4","1","1","23","80.00","6","1","6","50.00"
"251","Juuso Valimaki","CGY","D","49","665.41666666667","636","564","53.00","475","442","51.80","339","329","50.75","31","32","49.21","25.91","22.48","53.54","302","276","52.25","118","101","53.88","14","16","46.67","184","175","51.25","14","11","56.00","289","257","52.93","3","5","37.50","9.14","90.27","0.994","96","79","51","687","65.31","199","137","115","63.38"
"283","K'Andre Miller","NYR","D","53","940.5","803","875","47.85","621","644","49.09","446","464","49.01","43","35","55.13","32.79","38.93","45.72","366","428","46.10","149","190","43.95","21","21","50.00","217","238","47.69","9","11","45.00","376","391","49.02","13","3","81.25","9.64","92.46","1.021","85","163","87","797","49.42","237","261","233","50.43"
"229","Kale Clague","L.A","D","18","259.81666666667","245","239","50.62","195","185","51.32","142","130","52.21","13","16","44.83","9.68","11.3","46.13","111","120","48.05","43","57","43.00","7","9","43.75","68","63","51.91","4","5","44.44","114","105","52.05","2","2","50.00","9.15","87.69","0.968","25","41","28","214","47.17","70","72","59","54.26"
