"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"146","Derrick Pouliot","STL","D","2","16.666666666667","14","7","66.67","8","5","61.54","6","4","60.00","0","1","0.00","0.48","0.28","62.81","7","5","58.33","4","2","66.67","0","1","0.00","3","3","50.00","0","0","-","6","2","75.00","0","0","-","0.00","75.00","0.750","3","1","2","22","60.00","4","1","3","57.14"
"240","Niko Mikkola","STL","D","5","67.283333333333","72","42","63.16","60","34","63.83","49","23","68.06","4","1","80.00","3.37","1.93","63.54","32","20","61.54","14","10","58.33","1","0","100.00","18","10","64.29","2","0","100.00","36","19","65.45","1","1","50.00","8.16","95.65","1.038","18","14","4","60","81.82","29","19","14","67.44"
"267","Brennan Menell","MIN","D","5","62.266666666667","59","36","62.11","41","27","60.29","29","21","58.00","3","2","60.00","1.76","0.79","69.02","23","12","65.71","9","2","81.82","1","1","50.00","14","10","58.33","0","0","-","28","19","59.57","2","0","100.00","10.34","90.48","1.008","17","14","3","48","85.00","28","20","14","66.67"
"35","Karl Alzner","MTL","D","4","51.516666666667","52","32","61.90","36","23","61.02","27","18","60.00","1","2","33.33","1.95","0.98","66.53","25","13","65.79","11","4","73.33","1","2","33.33","14","9","60.87","0","0","-","23","17","57.50","0","0","-","3.70","88.89","0.926","9","15","0","47","100.00","18","22","10","64.29"
"239","Alexandre Carrier","NSH","D","3","32.2","40","26","60.61","32","21","60.38","23","17","57.50","2","0","100.00","2.19","0.92","70.45","23","9","71.88","10","5","66.67","2","0","100.00","13","4","76.47","0","0","-","12","14","46.15","0","0","-","8.70","100.00","1.087","6","2","6","29","50.00","13","2","13","50.00"
"286","Zach Whitecloud","VGK","D","16","209.93333333333","202","135","59.94","153","98","60.96","99","72","57.89","8","5","61.54","9.13","4.17","68.63","100","56","64.10","48","18","72.73","5","2","71.43","52","38","57.78","3","1","75.00","89","68","56.69","0","2","0.00","8.08","93.06","1.011","44","47","18","176","70.97","94","70","42","69.12"
"181","Shea Theodore","VGK","D","71","1262.1333333333","1414","1003","58.50","1082","788","57.86","782","558","58.36","53","44","54.64","64.35","44.55","59.09","710","479","59.71","282","207","57.67","30","29","50.85","428","272","61.14","18","10","64.29","605","437","58.06","5","5","50.00","6.78","92.11","0.989","223","249","145","949","60.60","501","391","356","58.46"
"128","Dougie Hamilton","CAR","D","47","781.46666666667","861","621","58.10","669","481","58.17","480","342","58.39","39","22","63.93","36.47","25.65","58.72","411","281","59.39","172","121","58.70","22","16","57.89","239","160","59.90","14","4","77.78","383","280","57.77","2","2","50.00","8.13","93.57","1.017","129","184","119","556","52.02","287","276","268","51.71"
"247","Maxime Lajoie","OTT","D","6","45.1","39","29","57.35","24","23","51.06","16","17","48.48","3","3","50.00","1.58","0.85","65.03","12","9","57.14","6","4","60.00","3","2","60.00","6","5","54.55","0","1","0.00","24","17","58.54","0","0","-","18.75","82.35","1.011","9","8","5","54","64.29","14","11","8","63.64"
"48","Nick Holden","VGK","D","61","1000.45","1024","777","56.86","788","602","56.69","583","431","57.50","39","45","46.43","45.83","31.73","59.09","482","342","58.50","210","142","59.66","22","23","48.89","272","200","57.63","14","13","51.85","452","369","55.05","3","9","25.00","6.69","89.56","0.962","126","212","111","804","53.16","317","331","269","54.10"
"33","Jeff Petry","MTL","D","71","1272.3166666667","1387","1053","56.84","1023","799","56.15","759","584","56.52","51","54","48.57","55.12","42.47","56.48","632","471","57.30","261","196","57.11","34","29","53.97","371","275","57.43","10","16","38.46","645","478","57.44","7","9","43.75","6.72","90.75","0.975","157","217","169","876","48.16","384","375","386","49.87"
"159","Brett Kulak","MTL","D","56","922.7","975","741","56.82","719","565","56.00","548","424","56.38","35","36","49.30","37.58","29.98","55.62","449","343","56.69","179","145","55.25","22","23","48.89","270","198","57.69","10","7","58.82","456","328","58.16","3","6","33.33","6.39","91.51","0.979","107","178","104","644","50.71","270","270","260","50.94"
"86","Brian Dumoulin","PIT","D","28","480.51666666667","494","377","56.72","382","274","58.23","288","210","57.83","34","25","57.63","19.45","15.9","55.03","231","171","57.46","90","72","55.56","17","13","56.67","141","99","58.75","11","7","61.11","223","171","56.60","6","5","54.55","11.81","88.10","0.999","61","108","68","348","47.29","146","176","151","49.16"
"161","Paul LaDue","L.A","D","2","25.1","27","21","56.25","16","17","48.48","12","12","50.00","0","0","-","0.91","0.94","49.13","8","11","42.11","4","4","50.00","0","0","-","4","7","36.36","0","0","-","13","10","56.52","0","0","-","0.00","100.00","1.000","3","2","2","18","60.00","9","4","4","69.23"
"244","Matt Roy","L.A","D","70","1122.1666666667","1176","924","56.00","903","687","56.79","639","494","56.40","48","38","55.81","48.39","37.28","56.48","503","421","54.44","210","178","54.12","27","21","56.25","293","243","54.66","12","6","66.67","568","417","57.66","9","11","45.00","7.51","92.31","0.998","153","210","141","868","52.04","363","344","317","53.38"
"268","Nicolas Hague","VGK","D","38","567.1","613","482","55.98","455","384","54.23","330","287","53.48","32","32","50.00","26.57","22.87","53.74","310","230","57.41","114","116","49.57","22","20","52.38","196","114","63.23","9","7","56.25","266","210","55.88","1","5","16.67","9.70","88.85","0.985","112","93","52","477","68.29","247","152","132","65.17"
"199","Christian Folin","MTL","D","16","215.6","204","161","55.89","135","125","51.92","103","102","50.24","9","10","47.37","7.14","6.95","50.70","101","76","57.06","39","34","53.42","4","5","44.44","62","42","59.62","3","2","60.00","89","73","54.94","2","3","40.00","8.74","90.20","0.989","41","40","23","174","64.06","84","67","52","61.76"
"164","Ben Hutton","L.A","D","65","1060.3","1160","919","55.80","868","703","55.25","620","498","55.46","43","40","51.81","46.97","39.17","54.53","505","426","54.24","219","162","57.48","25","21","54.35","286","264","52.00","9","9","50.00","545","422","56.36","7","10","41.18","6.94","91.97","0.989","106","203","132","789","44.54","275","311","303","47.58"
"183","Steven Santini","NSH","D","2","18.516666666667","20","16","55.56","17","12","58.62","11","9","55.00","2","1","66.67","0.85","0.81","50.97","7","8","46.67","2","4","33.33","1","0","100.00","5","4","55.56","0","1","0.00","10","5","66.67","1","0","100.00","18.18","88.89","1.071","6","4","3","19","66.67","9","7","5","64.29"
"158","Jaccob Slavin","CAR","D","68","1233.8","1262","1013","55.47","984","788","55.53","719","562","56.13","65","47","58.04","53.86","43.38","55.39","607","475","56.10","255","204","55.56","40","32","55.56","352","271","56.50","18","11","62.07","563","431","56.64","7","4","63.64","9.04","91.64","1.007","178","276","173","840","50.71","430","418","395","52.12"
"136","Torey Krug","BOS","D","61","936.01666666667","970","779","55.46","712","601","54.23","528","402","56.77","43","35","55.13","34.15","31.5","52.01","438","370","54.21","157","155","50.32","25","17","59.52","281","215","56.65","8","12","40.00","460","357","56.30","9","6","60.00","8.14","91.29","0.994","194","156","67","822","74.33","444","265","181","71.04"
"57","Jake Gardiner","CAR","D","68","964.2","991","801","55.30","742","625","54.28","518","470","52.43","31","47","39.74","43.33","39.13","52.55","485","407","54.37","222","196","53.11","23","29","44.23","263","211","55.49","7","12","36.84","411","319","56.30","1","6","14.29","5.98","90.00","0.960","145","179","75","806","65.91","321","269","229","58.36"
"219","Vince Dunn","STL","D","71","1016.9833333333","953","773","55.21","711","604","54.07","550","459","54.51","51","32","61.45","38.97","34.42","53.10","476","379","55.67","175","150","53.85","27","15","64.29","301","229","56.79","15","12","55.56","425","331","56.22","9","5","64.29","9.27","93.03","1.023","187","206","112","832","62.54","358","300","244","59.47"
"209","Jake Walman","STL","D","1","11.066666666667","11","9","55.00","8","6","57.14","7","6","53.85","1","0","100.00","0.68","0.15","82.37","6","2","75.00","5","0","100.00","1","0","100.00","1","2","33.33","0","0","-","5","7","41.67","0","0","-","14.29","100.00","1.143","3","2","1","14","75.00","6","2","2","75.00"
"269","Conor Timmins","COL","D","2","18.25","22","18","55.00","18","12","60.00","13","8","61.90","2","0","100.00","0.95","0.91","51.15","10","8","55.56","6","5","54.55","2","0","100.00","4","3","57.14","0","0","-","10","6","62.50","0","0","-","15.38","100.00","1.154","5","6","4","15","55.56","5","8","5","50.00"
"285","Sean Walker","L.A","D","70","1124.05","1233","1010","54.97","918","791","53.72","650","538","54.71","38","51","42.70","48.74","45.99","51.45","515","504","50.54","220","220","50.00","27","36","42.86","295","284","50.95","7","13","35.00","609","438","58.17","4","2","66.67","5.85","90.52","0.964","140","211","155","827","47.46","331","328","344","49.04"
"214","Jacob Middleton","S.J","D","10","97.1","101","83","54.89","77","58","57.04","56","39","58.95","3","5","37.50","4.66","3.45","57.43","56","46","54.90","26","18","59.09","1","5","16.67","30","28","51.72","1","0","100.00","39","31","55.71","1","0","100.00","5.36","87.18","0.925","12","25","11","88","52.17","24","33","26","48.00"
"293","Rasmus Sandin","TOR","D","28","362.56666666667","364","306","54.33","263","248","51.47","188","184","50.54","15","21","41.67","14.17","15.1","48.40","178","160","52.66","64","79","44.76","8","17","32.00","114","81","58.46","4","1","80.00","161","124","56.49","3","3","50.00","7.98","88.59","0.966","50","71","33","319","60.24","110","95","75","59.46"
"14","Shea Weber","MTL","D","65","1147.3166666667","1302","1095","54.32","982","826","54.31","717","615","53.83","57","50","53.27","52.52","43.58","54.65","588","502","53.94","253","199","55.97","32","26","55.17","335","303","52.51","13","13","50.00","607","496","55.03","12","11","52.17","7.95","91.87","0.998","147","287","159","776","48.04","388","470","428","47.55"
"91","Ben Chiarot","MTL","D","69","1317.8833333333","1422","1198","54.27","1046","899","53.78","755","651","53.70","54","56","49.09","55.02","49.13","52.83","641","565","53.15","278","236","54.09","29","29","50.00","363","329","52.46","16","17","48.48","655","533","55.13","9","10","47.37","7.15","91.40","0.986","149","273","163","872","47.76","418","464","439","48.77"
"302","Alexander Yelesin","CGY","D","4","48.5","46","39","54.12","39","32","54.93","25","26","49.02","3","3","50.00","2.11","1.36","60.85","18","17","51.43","11","5","68.75","3","1","75.00","7","12","36.84","0","2","0.00","27","19","58.70","0","0","-","12.00","88.46","1.005","7","10","2","51","77.78","14","13","9","60.87"
"111","Tim Heed","S.J","D","38","444.2","425","362","54.00","310","267","53.73","228","182","55.61","10","19","34.48","17.62","14.58","54.71","199","172","53.64","89","69","56.33","6","13","31.58","110","103","51.64","3","4","42.86","195","160","54.93","1","2","33.33","4.39","89.56","0.939","60","75","40","380","60.00","112","109","91","55.17"
"115","Zach Trotman","PIT","D","8","104.7","102","87","53.97","81","63","56.25","65","50","56.52","4","5","44.44","3.78","4.05","48.26","45","37","54.88","16","19","45.71","3","4","42.86","29","18","61.70","1","1","50.00","49","43","53.26","0","0","-","6.15","90.00","0.962","21","17","7","93","75.00","52","29","20","72.22"
"201","Aaron Ekblad","FLA","D","67","1210.8833333333","1174","1009","53.78","894","759","54.08","685","582","54.06","69","53","56.56","48.6","45.6","51.59","541","497","52.12","206","219","48.47","33","31","51.56","335","278","54.65","19","15","55.88","548","414","56.96","17","7","70.83","10.07","90.89","1.010","150","287","174","798","46.30","362","435","368","49.59"
"78","Ryan Ellis","NSH","D","49","864.65","963","828","53.77","723","593","54.94","523","438","54.42","59","36","62.11","39.16","29.41","57.11","435","359","54.79","173","129","57.28","38","21","64.41","262","230","53.25","15","7","68.18","456","399","53.33","6","8","42.86","11.28","91.78","1.031","140","212","126","576","52.63","285","303","266","51.72"
"287","Martin Fehervary","WSH","D","6","87.416666666667","81","70","53.64","66","55","54.55","50","38","56.82","6","7","46.15","3.23","3.56","47.53","34","41","45.33","14","20","41.18","4","5","44.44","20","21","48.78","2","1","66.67","43","21","67.19","0","1","0.00","12.00","81.58","0.936","14","13","11","79","56.00","31","20","22","58.49"
"46","Jake Muzzin","TOR","D","53","966.36666666667","1010","875","53.58","763","654","53.85","563","468","54.61","53","49","51.96","40.12","36.56","52.32","491","417","54.07","186","173","51.81","31","25","55.36","305","244","55.56","11","15","42.31","450","392","53.44","11","9","55.00","9.41","89.53","0.989","115","224","161","673","41.67","258","334","309","45.50"
"202","Haydn Fleury","CAR","D","45","567.33333333333","547","474","53.57","398","361","52.44","280","258","52.04","21","23","47.73","22.54","21.65","51.01","237","233","50.43","105","103","50.48","13","15","46.43","132","130","50.38","3","6","33.33","256","198","56.39","5","2","71.43","7.50","91.09","0.986","87","127","71","433","55.06","210","205","194","51.98"
"61","Roman Josi","NSH","D","69","1308.3166666667","1462","1276","53.40","1088","923","54.10","792","669","54.21","74","45","62.18","56.81","47.43","54.50","683","576","54.25","245","219","52.80","46","25","64.79","438","357","55.09","19","7","73.08","693","600","53.60","9","11","45.00","9.34","93.27","1.026","184","314","195","840","48.55","420","435","427","49.59"
"85","Dmitry Orlov","WSH","D","69","1275.05","1275","1114","53.37","954","852","52.82","683","621","52.38","58","60","49.15","55.38","49.28","52.92","653","541","54.69","266","262","50.38","35","40","46.67","387","279","58.11","13","13","50.00","524","470","52.72","10","6","62.50","8.49","90.34","0.988","151","227","159","770","48.71","386","389","389","49.81"
"39","Kevin Shattenkirk","T.B","D","70","1154.7333333333","1130","989","53.33","831","753","52.46","591","557","51.48","57","35","61.96","47.27","37.7","55.63","570","453","55.72","225","159","58.59","30","15","66.67","345","294","53.99","23","16","58.97","481","465","50.85","4","4","50.00","9.64","93.72","1.034","149","207","123","835","54.78","376","345","327","53.49"
"76","Victor Hedman","T.B","D","66","1126.9166666667","1099","964","53.27","854","742","53.51","598","563","51.51","64","37","63.37","49.1","38.72","55.91","577","440","56.74","218","182","54.50","38","18","67.86","359","258","58.18","19","14","57.58","449","454","49.72","7","5","58.33","10.70","93.43","1.041","134","220","128","792","51.15","370","374","324","53.31"
"84","Tyson Barrie","TOR","D","70","1269.1166666667","1360","1193","53.27","1004","936","51.75","710","681","51.04","59","61","49.17","53.85","51.97","50.89","644","586","52.36","243","241","50.21","28","35","44.44","401","345","53.75","22","18","55.00","623","536","53.75","9","8","52.94","8.31","91.04","0.994","223","289","142","872","61.10","452","391","332","57.65"
"174","MacKenzie Weegar","FLA","D","45","778.41666666667","713","626","53.25","559","470","54.32","428","357","54.52","41","36","53.25","31.75","26.26","54.73","332","286","53.72","122","121","50.21","21","20","51.22","210","165","56.00","12","8","60.00","321","289","52.62","8","8","50.00","9.58","89.92","0.995","96","201","118","535","44.86","229","296","237","49.14"
"198","Trevor van Riemsdyk","CAR","D","49","651.61666666667","611","537","53.22","453","422","51.77","317","311","50.48","22","30","42.31","24.76","22.75","52.12","284","237","54.51","112","118","48.70","12","22","35.29","172","119","59.11","5","6","45.45","261","245","51.58","5","2","71.43","6.94","90.35","0.973","89","148","71","544","55.63","214","216","175","55.01"
"170","Nate Schmidt","VGK","D","59","1045.1666666667","1072","944","53.17","802","706","53.18","577","533","51.98","46","42","52.27","46.5","41.13","53.06","526","479","52.34","218","203","51.78","26","22","54.17","308","276","52.74","13","11","54.17","448","393","53.27","7","9","43.75","7.97","92.12","1.001","151","228","136","747","52.61","322","344","319","50.23"
"283","Jan Rutta","T.B","D","33","450.78333333333","445","392","53.17","335","315","51.54","233","232","50.11","27","19","58.70","20.73","16.7","55.37","256","176","59.26","99","87","53.23","20","8","71.43","157","89","63.82","5","7","41.67","156","190","45.09","2","4","33.33","11.59","91.81","1.034","53","90","61","360","46.49","146","146","132","52.52"
"71","Jared Spurgeon","MIN","D","62","1018.8","1050","925","53.16","775","704","52.40","561","510","52.38","53","39","57.61","43.58","31.7","57.89","478","367","56.57","210","136","60.69","31","18","63.27","268","231","53.71","12","11","52.17","482","481","50.05","10","9","52.63","9.45","92.35","1.018","152","233","149","636","50.50","358","355","341","51.22"
"51","Alex Pietrangelo","STL","D","70","1263.7833333333","1179","1040","53.13","912","810","52.96","684","596","53.44","66","53","55.46","51.17","46.45","52.42","594","521","53.27","218","213","50.58","31","23","57.41","376","308","54.97","21","15","58.33","505","452","52.77","13","15","46.43","9.65","91.11","1.008","187","245","170","969","52.38","400","383","357","52.84"
"297","Juuso Riikola","PIT","D","36","438.95","399","353","53.06","296","254","53.82","215","184","53.88","14","10","58.33","17.13","12.03","58.74","190","138","57.93","75","52","59.06","10","4","71.43","115","86","57.21","2","5","28.57","171","169","50.29","2","0","100.00","6.51","94.57","1.011","71","83","54","429","56.80","142","125","112","55.91"
"261","Mikhail Sergachev","T.B","D","70","1130.55","1081","962","52.91","786","731","51.81","561","533","51.28","52","38","57.78","44.44","37.33","54.35","565","450","55.67","208","169","55.17","22","21","51.16","357","281","55.96","25","12","67.57","438","442","49.77","5","5","50.00","9.27","92.87","1.021","161","197","120","829","57.30","369","328","314","54.03"
"257","Victor Mete","MTL","D","51","757.98333333333","756","673","52.90","557","512","52.10","391","376","50.98","33","26","55.93","28.38","24.66","53.51","357","295","54.75","136","112","54.84","19","13","59.38","221","183","54.70","8","10","44.44","333","320","51.00","6","3","66.67","8.44","93.09","1.015","98","200","113","562","46.45","225","294","264","46.01"
"83","Brayden McNabb","VGK","D","71","1154.4666666667","1159","1033","52.87","881","771","53.33","637","582","52.26","49","53","48.04","51.11","44.37","53.53","582","504","53.59","242","197","55.13","27","28","49.09","340","307","52.55","13","13","50.00","474","447","51.47","9","12","42.86","7.69","90.89","0.986","167","263","166","901","50.15","338","385","389","46.49"
"15","Mark Giordano","CGY","D","60","1023.5666666667","1029","920","52.80","767","689","52.68","533","494","51.90","41","35","53.95","40.54","35.26","53.48","479","437","52.29","170","156","52.15","17","16","51.52","309","281","52.37","19","12","61.29","464","418","52.61","5","7","41.67","7.69","92.91","1.006","152","232","177","719","46.20","358","347","375","48.84"
"165","Christian Djoos","ANA, WSH","D","11","160.26666666667","152","136","52.78","112","96","53.85","78","69","53.06","6","4","60.00","6.73","5.3","55.93","75","74","50.34","29","26","52.73","4","3","57.14","46","48","48.94","2","1","66.67","67","47","58.77","0","0","-","7.69","94.20","1.019","39","39","23","114","62.90","61","53","40","60.40"
"187","Brett Pesce","CAR","D","61","1063.9333333333","1057","946","52.77","789","738","51.67","565","555","50.45","53","50","51.46","46.75","46.9","49.92","547","472","53.68","238","212","52.89","34","26","56.67","309","260","54.31","12","15","44.44","431","391","52.43","7","9","43.75","9.38","90.99","1.004","130","232","112","823","53.72","299","357","287","51.02"
"55","Erik Karlsson","S.J","D","56","989.28333333333","941","844","52.72","705","639","52.46","521","464","52.89","42","45","48.28","41.33","39.88","50.90","456","460","49.78","202","207","49.39","24","25","48.98","254","253","50.10","14","16","46.67","414","305","57.58","4","4","50.00","8.06","90.30","0.984","118","194","100","752","54.13","289","296","277","51.06"
"90","Kevin Connauton","COL","D","4","53.183333333333","49","44","52.69","34","32","51.52","19","18","51.35","0","2","0.00","1.75","1.78","49.56","23","20","53.49","5","9","35.71","0","1","0.00","18","11","62.07","0","0","-","19","18","51.35","0","1","0.00","0.00","88.89","0.889","4","11","7","47","36.36","16","13","15","51.61"
"288","Quinn Hughes","VAN","D","68","1132.9","1117","1005","52.64","841","773","52.11","591","569","50.95","58","54","51.79","49.87","44.49","52.85","560","534","51.19","228","208","52.29","35","29","54.69","332","326","50.46","14","18","43.75","484","395","55.06","9","7","56.25","9.81","90.51","1.003","255","237","126","754","66.93","466","344","258","64.36"
"82","John Moore","BOS","D","24","326.16666666667","315","285","52.50","243","212","53.41","179","151","54.24","11","13","45.83","11.95","10.05","54.31","146","121","54.68","55","47","53.92","5","7","41.67","91","74","55.15","4","4","50.00","147","144","50.52","2","2","50.00","6.15","91.39","0.975","42","64","27","297","60.87","93","103","62","60.00"
"102","Jon Merrill","VGK","D","49","783.48333333333","728","659","52.49","562","471","54.40","395","350","53.02","31","27","53.45","30.02","24","55.57","368","273","57.41","146","111","56.81","16","17","48.48","222","162","57.81","12","5","70.59","306","319","48.96","3","5","37.50","7.85","92.29","1.001","101","163","83","608","54.89","243","261","202","54.61"
"66","Marco Scandella","BUF, MTL, STL","D","62","937.73333333333","871","789","52.47","660","593","52.67","493","447","52.45","47","28","62.67","36.19","31.33","53.60","424","368","53.54","179","140","56.11","26","19","57.78","245","228","51.80","14","5","73.68","393","357","52.40","7","4","63.64","9.53","93.74","1.033","124","169","137","742","47.51","297","265","284","51.12"
"119","Dylan DeMelo","OTT, WPG","D","59","974.78333333333","979","887","52.47","760","657","53.63","531","468","53.15","38","38","50.00","41.89","35.73","53.97","497","418","54.32","212","169","55.64","23","24","48.94","285","249","53.37","10","9","52.63","414","398","50.99","5","5","50.00","7.16","91.88","0.990","100","185","122","828","45.05","284","310","312","47.65"
"203","Travis Sanheim","PHI","D","69","1136.3","1102","1003","52.35","826","772","51.69","597","567","51.29","57","55","50.89","46.27","43.59","51.49","514","478","51.81","220","211","51.04","33","30","52.38","294","267","52.41","15","12","55.56","483","439","52.39","9","13","40.91","9.55","90.30","0.998","169","246","171","932","49.71","334","353","349","48.90"
"254","Andrew Peeke","CBJ","D","22","293.8","270","246","52.33","209","179","53.87","157","133","54.14","11","10","52.38","9.99","8.72","53.40","108","94","53.47","47","35","57.32","5","4","55.56","61","59","50.83","3","4","42.86","133","119","52.78","3","2","60.00","7.01","92.48","0.995","39","53","42","243","48.15","78","69","78","50.00"
"277","Cale Makar","COL","D","57","921.16666666667","920","838","52.33","693","627","52.50","531","465","53.31","57","36","61.29","37.16","32.32","53.49","463","373","55.38","167","141","54.22","23","25","47.92","296","232","56.06","24","7","77.42","400","396","50.25","9","4","69.23","10.73","92.26","1.030","190","203","103","654","64.85","422","310","248","62.99"
"166","Joakim Ryan","L.A","D","35","598.1","529","482","52.32","420","367","53.37","303","263","53.53","12","22","35.29","22.84","18.7","54.98","232","217","51.67","94","88","51.65","7","10","41.18","138","129","51.69","3","6","33.33","252","226","52.72","2","6","25.00","3.96","91.63","0.956","84","131","73","413","53.50","212","196","168","55.79"
"130","Jamie Oleksiak","DAL","D","69","1019.45","980","894","52.29","712","649","52.31","527","471","52.81","30","35","46.15","40.84","30.33","57.39","479","376","56.02","203","144","58.50","22","20","52.38","276","232","54.33","2","8","20.00","407","431","48.57","6","7","46.15","5.69","92.57","0.983","158","246","163","858","49.22","307","324","313","49.52"
"23","Matt Niskanen","PHI","D","68","1105.8","1022","936","52.20","783","707","52.55","602","505","54.38","54","45","54.55","44.86","38.32","53.93","466","426","52.24","209","179","53.87","34","24","58.62","257","247","50.99","14","12","53.85","473","420","52.97","6","9","40.00","8.97","91.09","1.001","150","274","197","806","43.23","274","363","370","42.55"
"44","Robert Bortuzzo","STL","D","42","443.4","374","344","52.09","291","283","50.70","221","196","53.00","23","11","67.65","15.77","15.35","50.67","177","157","52.99","81","66","55.10","11","2","84.62","96","91","51.34","6","4","60.00","174","157","52.57","6","5","54.55","10.41","94.39","1.048","83","78","49","451","62.88","148","115","109","57.59"
"68","TJ Brodie","CGY","D","64","1094.5833333333","1080","994","52.07","790","758","51.03","540","551","49.50","49","44","52.69","43.82","40.04","52.25","503","475","51.43","198","188","51.30","26","23","53.06","305","287","51.52","16","14","53.33","483","447","51.94","7","7","50.00","9.07","92.01","1.011","151","236","191","809","44.15","352","351","397","47.00"
"152","Shayne Gostisbehere","PHI","D","42","616.68333333333","557","514","52.01","421","392","51.78","304","295","50.75","21","23","47.73","21.72","24.54","46.96","237","245","49.17","100","121","45.25","8","15","34.78","137","124","52.49","7","5","58.33","267","225","54.27","5","3","62.50","6.91","92.20","0.991","137","139","62","484","68.84","231","185","152","60.31"
"149","Matt Grzelcyk","BOS","D","68","994.66666666667","910","842","51.94","706","623","53.12","512","462","52.57","34","27","55.74","36.9","29.09","55.92","421","359","53.97","171","130","56.81","19","13","59.38","250","229","52.19","10","8","55.56","414","415","49.94","5","6","45.45","6.64","94.16","1.008","127","193","133","862","48.85","301","292","267","52.99"
"25","Kris Letang","PIT","D","61","1149.9333333333","1141","1059","51.86","870","810","51.79","650","604","51.83","59","57","50.86","48.41","45.26","51.68","537","488","52.39","210","203","50.85","37","35","51.39","327","285","53.43","15","14","51.72","516","479","51.86","7","8","46.67","9.08","90.56","0.996","164","251","139","802","54.13","357","383","347","50.71"
"148","Slater Koekkoek","CHI","D","42","633.55","612","568","51.86","449","421","51.61","327","333","49.55","27","24","52.94","27.01","23.25","53.75","301","284","51.45","128","123","51.00","15","13","53.57","173","161","51.80","9","8","52.94","267","251","51.54","3","3","50.00","8.26","92.79","1.010","49","130","71","539","40.83","150","203","165","47.62"
